Date,USDJPY
2014/5/16,101.499
2014/5/18,101.542
2014/5/19,101.5
2014/5/20,101.262
2014/5/21,101.42
2014/5/22,101.765
2014/5/23,101.765
2014/5/25,101.962
2014/5/26,101.894
2014/5/27,101.977
2014/5/28,101.73
2014/5/29,101.72
2014/5/30,101.72
2014/6/1,101.876
2014/6/2,102.42
2014/6/3,102.54
2014/6/4,102.681
2014/6/5,102.423
2014/6/6,102.423
2014/6/8,102.48
2014/6/9,102.48
2014/6/10,102.314
2014/6/11,102
2014/6/12,101.7
2014/6/13,101.7
2014/6/15,101.967
2014/6/16,101.87
2014/6/17,102.174
2014/6/18,101.89
2014/6/19,101.93
2014/6/20,101.93
2014/6/22,102.066
2014/6/23,101.87
2014/6/24,101.91
2014/6/25,101.8
2014/6/26,101.637
2014/6/27,101.637
2014/6/29,101.443
2014/6/30,101.29
2014/7/1,101.54
2014/7/2,101.83
2014/7/3,102.18
2014/7/4,102.18
2014/7/6,102.11
2014/7/7,101.8
2014/7/8,101.46
2014/7/9,101.535
2014/7/10,101.283
2014/7/11,101.283
2014/7/13,101.37
2014/7/14,101.52
2014/7/15,101.66
2014/7/16,101.63
2014/7/17,101.23
2014/7/18,101.23
2014/7/20,101.34
2014/7/21,101.4
2014/7/22,101.47
2014/7/23,101.52
2014/7/24,101.76
2014/7/25,101.76
2014/7/27,101.749
2014/7/28,101.81
2014/7/29,102.076
2014/7/30,102.84
2014/7/31,102.773
2014/8/1,102.773
2014/8/3,102.563
2014/8/4,102.542
2014/8/5,102.589
2014/8/6,102.113
2014/8/7,102.129
2014/8/8,102.129
2014/8/10,102.155
2014/8/11,102.205
2014/8/12,102.282
2014/8/13,102.408
2014/8/14,102.496
2014/8/15,102.496
2014/8/17,102.41
2014/8/18,102.61
2014/8/19,102.91
2014/8/20,103.701
2014/8/21,103.849
2014/8/22,103.849
2014/8/24,104.201
2014/8/25,104.07
2014/8/26,104.09
2014/8/27,103.878
2014/8/28,103.696
2014/8/29,103.696
2014/8/31,104.168
2014/9/1,104.34
2014/9/2,105.237
2014/9/3,104.871
2014/9/4,105.582
2014/9/5,105.582
2014/9/7,105.18
2014/9/8,106.16
2014/9/9,106.123
2014/9/10,106.826
2014/9/11,107.105
2014/9/12,107.105
2014/9/14,107.33
2014/9/15,107.138
2014/9/16,107.15
2014/9/17,108.516
2014/9/18,108.8
2014/9/19,108.8
2014/9/21,108.94
2014/9/22,108.75
2014/9/23,108.542
2014/9/24,109.316
2014/9/25,108.61
2014/9/26,108.61
2014/9/28,109.411
2014/9/29,109.39
2014/9/30,109.66
2014/10/1,109.02
2014/10/2,108.523
2014/10/3,108.523
2014/10/5,109.802
2014/10/6,108.868
2014/10/7,108.072
2014/10/8,108.127
2014/10/9,107.83
2014/10/10,107.83
2014/10/12,107.338
2014/10/13,107.063
2014/10/14,107.314
2014/10/15,105.98
2014/10/16,106.405
2014/10/17,106.405
2014/10/19,107.144
2014/10/20,106.91
2014/10/21,107.021
2014/10/22,107.148
2014/10/23,108.161
2014/10/24,108.161
2014/10/27,108.202
2014/10/28,107.843
2014/10/29,108.112
2014/10/30,108.846
2014/10/31,109.213
2014/11/3,112.841
2014/11/4,113.648
2014/11/5,113.48
2014/11/6,114.655
2014/11/7,115.176
2014/11/10,114.533
2014/11/11,114.753
2014/11/12,115.721
2014/11/13,115.57
2014/11/14,115.824
2014/11/17,116.896
2014/11/18,116.646
2014/11/19,116.869
2014/11/20,118.148
2014/11/21,118.236
2014/11/24,117.744
2014/11/25,118.454
2014/11/26,117.801
2014/11/27,117.63
2014/11/28,117.84
2014/12/1,118.864
2014/12/2,118.308
2014/12/3,119.194
2014/12/4,119.861
2014/12/5,119.812
2014/12/8,121.561
2014/12/9,120.65
2014/12/10,119.342
2014/12/11,117.709
2014/12/12,119.007
2014/12/15,118.165
2014/12/16,117.741
2014/12/17,116.613
2014/12/18,118.796
2014/12/19,118.938
2014/12/22,119.497
2014/12/23,120.15
2014/12/24,120.69
2014/12/25,120.459
2014/12/26,120.37
2014/12/29,120.424
2014/12/30,120.632
2014/12/31,119.458
2015/1/1,119.673
2015/1/2,119.87
2015/1/5,120.434
2015/1/6,119.425
2015/1/7,118.673
2015/1/8,119.289
2015/1/9,119.792
2015/1/12,118.212
2015/1/13,118.328
2015/1/14,117.795
2015/1/15,117.39
2015/1/16,116.13
2015/1/19,117.56
2015/1/20,117.712
2015/1/21,118.649
2015/1/22,117.86
2015/1/23,118.751
2015/1/26,117.361
2015/1/27,118.52
2015/1/28,117.775
2015/1/29,117.592
2015/1/30,118.248
2015/2/2,117.184
2015/2/3,117.575
2015/2/4,117.646
2015/2/5,117.288
2015/2/6,117.535
2015/2/9,118.97
2015/2/10,118.563
2015/2/11,119.358
2015/2/12,120.17
2015/2/13,118.916
2015/2/16,118.57
2015/2/17,118.492
2015/2/18,119.208
2015/2/19,118.689
2015/2/20,118.988
2015/2/23,119.076
2015/2/24,118.903
2015/2/25,118.892
2015/2/26,118.822
2015/2/27,119.377
2015/3/2,119.826
2015/3/3,120.204
2015/3/4,119.637
2015/3/5,119.651
2015/3/6,120.045
2015/3/9,120.739
2015/3/10,121.408
2015/3/11,121.038
2015/3/12,121.411
2015/3/13,121.318
2015/3/16,121.343
2015/3/17,121.367
2015/3/18,121.28
2015/3/19,120.064
2015/3/20,120.762
2015/3/23,120.027
2015/3/24,119.75
2015/3/25,119.791
2015/3/26,119.518
2015/3/27,119.183
2015/3/29,119.25
2015/3/30,120.013
2015/3/31,120.022
2015/4/1,119.574
2015/4/2,119.697
2015/4/3,119.697
2015/4/5,118.823
2015/4/6,119.477
2015/4/7,120.29
2015/4/8,120.094
2015/4/9,120.55
2015/4/10,120.55
2015/4/12,120.209
2015/4/13,120.059
2015/4/14,119.457
2015/4/15,119.143
2015/4/16,119.044
2015/4/17,119.044
2015/4/19,118.818
2015/4/20,119.195
2015/4/21,119.633
2015/4/22,119.95
2015/4/23,119.571
2015/4/24,119.571
2015/4/26,118.927
2015/4/27,119.126
2015/4/28,118.823
2015/4/29,118.97
2015/4/30,119.452
2015/5/1,119.452
2015/5/3,120.136
2015/5/4,120.1
2015/5/5,119.922
2015/5/6,119.397
2015/5/7,119.709
2015/5/8,119.709
2015/5/10,119.78
2015/5/11,120.131
2015/5/12,119.835
2015/5/13,119.16
2015/5/14,119.191
2015/5/15,119.191
2015/5/17,119.33
2015/5/18,119.9
2015/5/19,120.652
2015/5/20,121.212
2015/5/21,121.039
2015/5/22,121.039
2015/5/24,121.571
2015/5/25,121.6
2015/5/26,122.986
2015/5/27,123.74
2015/5/28,123.82
2015/5/29,123.82
2015/5/31,124.193
2015/6/1,124.847
2015/6/2,124.036
2015/6/3,124.304
2015/6/4,124.38
2015/6/5,124.38
2015/6/7,125.629
2015/6/8,124.563
2015/6/9,124.339
2015/6/10,122.866
2015/6/11,123.581
2015/6/12,123.581
2015/6/14,123.29
2015/6/15,123.42
2015/6/16,123.439
2015/6/17,123.53
2015/6/18,123.002
2015/6/19,123.002
2015/6/21,122.751
2015/6/22,123.379
2015/6/23,123.86
2015/6/24,123.851
2015/6/25,123.598
2015/6/26,123.598
2015/6/28,122.612
2015/6/29,122.67
2015/6/30,122.386
2015/7/1,123.32
2015/7/2,123.059
2015/7/3,123.059
2015/7/5,122.407
2015/7/6,122.611
2015/7/7,122.49
2015/7/8,120.862
2015/7/9,121.7
2015/7/10,121.7
2015/7/12,122.496
2015/7/13,123.57
2015/7/14,123.32
2015/7/15,123.87
2015/7/16,124.149
2015/7/17,124.149
2015/7/19,124.142
2015/7/20,124.294
2015/7/21,123.86
2015/7/22,124.068
2015/7/23,123.876
2015/7/24,123.876
2015/7/26,123.763
2015/7/27,123.24
2015/7/28,123.576
2015/7/29,123.94
2015/7/30,124.071
2015/7/31,124.071
2015/8/2,124.04
2015/8/3,123.945
2015/8/4,124.274
2015/8/5,124.73
2015/8/6,124.734
2015/8/7,124.734
2015/8/9,124.3
2015/8/10,124.613
2015/8/11,125.07
2015/8/12,124.255
2015/8/13,124.363
2015/8/14,124.363
2015/8/16,124.35
2015/8/17,124.438
2015/8/18,124.371
2015/8/19,123.897
2015/8/20,123.42
2015/8/21,123.42
2015/8/23,121.732
2015/8/24,118.884
2015/8/25,118.54
2015/8/26,120.058
2015/8/27,121.003
2015/8/28,121.003
2015/8/30,121.289
2015/8/31,121.089
2015/9/1,119.715
2015/9/2,120.58
2015/9/3,120.056
2015/9/4,120.056
2015/9/6,119.164
2015/9/7,119.403
2015/9/8,120.089
2015/9/9,120.278
2015/9/10,120.619
2015/9/11,120.619
2015/9/13,120.796
2015/9/14,120.36
2015/9/15,120.434
2015/9/16,120.523
2015/9/17,120.046
2015/9/18,120.046
2015/9/20,120.001
2015/9/21,120.498
2015/9/22,120.08
2015/9/23,120.2
2015/9/24,120.24
2015/9/25,120.24
2015/9/27,120.368
2015/9/28,119.84
2015/9/29,119.86
2015/9/30,119.859
2015/10/1,119.81
2015/10/2,119.81
2015/10/4,119.995
2015/10/5,120.461
2015/10/6,120.24
2015/10/7,119.915
2015/10/8,119.929
2015/10/9,119.929
2015/10/11,120.179
2015/10/12,120.011
2015/10/13,119.72
2015/10/14,118.83
2015/10/15,119.05
2015/10/16,119.05
2015/10/18,119.27
2015/10/19,119.503
2015/10/20,119.78
2015/10/21,119.842
2015/10/22,120.86
2015/10/23,120.86
2015/10/26,121.296
2015/10/27,120.949
2015/10/28,120.477
2015/10/29,120.86
2015/10/30,121
2015/11/2,120.495
2015/11/3,120.788
2015/11/4,121.095
2015/11/5,121.49
2015/11/6,121.67
2015/11/9,123.2
2015/11/10,123.077
2015/11/11,123.084
2015/11/12,122.757
2015/11/13,122.56
2015/11/16,122.364
2015/11/17,123.266
2015/11/18,123.445
2015/11/19,123.525
2015/11/20,122.912
2015/11/23,122.923
2015/11/24,122.915
2015/11/25,122.505
2015/11/26,122.68
2015/11/27,122.634
2015/11/30,122.83
2015/12/1,123.21
2015/12/2,122.915
2015/12/3,123.226
2015/12/4,122.653
2015/12/7,123.19
2015/12/8,123.28
2015/12/9,122.912
2015/12/10,121.7
2015/12/11,121.71
2015/12/14,120.893
2015/12/15,121.09
2015/12/16,121.675
2015/12/17,122.463
2015/12/18,122.45
2015/12/21,121.3
2015/12/22,121.206
2015/12/23,121.03
2015/12/24,120.935
2015/12/25,120.17
2015/12/28,120.231
2015/12/29,120.35
2015/12/30,120.529
2015/12/31,120.45
2016/1/1,120.288
2016/1/4,120.311
2016/1/5,119.467
2016/1/6,119.102
2016/1/7,118.61
2016/1/8,117.54
2016/1/11,117.08
2016/1/12,117.65
2016/1/13,117.83
2016/1/14,117.425
2016/1/15,118.203
2016/1/18,116.99
2016/1/19,117.384
2016/1/20,117.565
2016/1/21,117.134
2016/1/22,117.924
2016/1/25,118.572
2016/1/26,118.228
2016/1/27,118.38
2016/1/28,118.467
2016/1/29,118.93
2016/2/1,121.34
2016/2/2,120.84
2016/2/3,119.856
2016/2/4,118.12
2016/2/5,116.866
2016/2/8,116.95
2016/2/9,115.668
2016/2/10,115.191
2016/2/11,113.252
2016/2/12,112.497
2016/2/15,113.67
2016/2/16,114.322
2016/2/17,114.08
2016/2/18,114.28
2016/2/19,113.25
2016/2/22,112.489
2016/2/23,112.971
2016/2/24,111.88
2016/2/25,112.101
2016/2/26,113.118
2016/2/29,113.66
2016/3/1,112.43
2016/3/2,113.93
2016/3/3,113.466
2016/3/4,113.67
2016/3/7,113.803
2016/3/8,113.452
2016/3/9,112.66
2016/3/10,113.253
2016/3/11,112.86
2016/3/14,113.778
2016/3/15,113.83
2016/3/16,113.105
2016/3/17,112.752
2016/3/18,111.35
2016/3/21,111.445
2016/3/22,112.139
2016/3/23,112.252
2016/3/24,112.4
2016/3/25,112.83
2016/3/27,113.45
2016/3/28,113.364
2016/3/29,112.68
2016/3/30,112.366
2016/3/31,112.48
2016/4/1,112.48
2016/4/3,111.722
2016/4/4,111.25
2016/4/5,110.378
2016/4/6,109.699
2016/4/7,108.427
2016/4/8,108.427
2016/4/10,108.311
2016/4/11,107.93
2016/4/12,108.64
2016/4/13,109.42
2016/4/14,109.316
2016/4/15,109.316
2016/4/17,108.017
2016/4/18,109.073
2016/4/19,109.24
2016/4/20,109.838
2016/4/21,109.437
2016/4/22,109.437
2016/4/24,111.436
2016/4/25,111.136
2016/4/26,111.23
2016/4/27,111.52
2016/4/28,108.076
2016/4/29,108.076
2016/5/1,106.453
2016/5/2,106.396
2016/5/3,106.68
2016/5/4,106.92
2016/5/5,107.275
2016/5/6,107.275
2016/5/8,107.36
2016/5/9,108.331
2016/5/10,109.194
2016/5/11,108.415
2016/5/12,109.1
2016/5/13,109.1
2016/5/15,108.661
2016/5/16,109.08
2016/5/17,108.95
2016/5/18,110.14
2016/5/19,109.881
2016/5/20,109.881
2016/5/22,110.05
2016/5/23,109.374
2016/5/24,110.17
2016/5/25,110.111
2016/5/26,109.713
2016/5/27,109.713
2016/5/29,110.77
2016/5/30,110.841
2016/5/31,110.67
2016/6/1,109.477
2016/6/2,108.86
2016/6/3,108.86
2016/6/5,106.721
2016/6/6,107.438
2016/6/7,107.254
2016/6/8,106.78
2016/6/9,107.09
2016/6/10,107.09
2016/6/12,106.504
2016/6/13,106.226
2016/6/14,106.087
2016/6/15,105.85
2016/6/16,104.743
2016/6/17,104.743
2016/6/19,104.648
2016/6/20,103.824
2016/6/21,104.67
2016/6/22,104.65
2016/6/23,104.896
2016/6/24,104.896
2016/6/26,102.127
2016/6/27,101.812
2016/6/28,102.701
2016/6/29,102.778
2016/6/30,103.073
2016/7/1,103.073
2016/7/3,102.488
2016/7/4,102.518
2016/7/5,101.141
2016/7/6,101.15
2016/7/7,100.79
2016/7/8,100.79
2016/7/10,100.692
2016/7/11,102.524
2016/7/12,104.756
2016/7/13,104.076
2016/7/14,105.191
2016/7/15,105.191
2016/7/17,105.459
2016/7/18,106.146
2016/7/19,106.137
2016/7/20,107.204
2016/7/21,105.811
2016/7/22,105.811
2016/7/24,106.326
2016/7/25,105.578
2016/7/26,104.849
2016/7/27,104.951
2016/7/28,104.745
2016/7/29,104.745
2016/7/31,102.332
2016/8/1,102.359
2016/8/2,101.068
2016/8/3,101.337
2016/8/4,101.199
2016/8/5,101.199
2016/8/7,102.145
2016/8/8,102.288
2016/8/9,101.915
2016/8/10,101.133
2016/8/11,101.808
2016/8/12,101.808
2016/8/14,101.283
2016/8/15,101.24
2016/8/16,100.2
2016/8/17,99.906
2016/8/18,100.112
2016/8/19,100.112
2016/8/21,100.554
2016/8/22,100.251
2016/8/23,100.311
2016/8/24,100.552
2016/8/25,100.555
2016/8/26,100.555
2016/8/28,101.92
2016/8/29,101.809
2016/8/30,102.868
2016/8/31,103.302
2016/9/1,103.258
2016/9/2,103.258
2016/9/4,103.934
2016/9/5,103.51
2016/9/6,101.525
2016/9/7,101.829
2016/9/8,102.306
2016/9/9,102.306
2016/9/11,102.438
2016/9/12,101.751
2016/9/13,102.504
2016/9/14,102.548
2016/9/15,102.008
2016/9/16,102.008
2016/9/18,102.307
2016/9/19,101.846
2016/9/20,101.547
2016/9/21,100.393
2016/9/22,100.831
2016/9/23,100.831
2016/9/25,100.889
2016/9/26,100.359
2016/9/27,100.468
2016/9/28,100.935
2016/9/29,101.199
2016/9/30,101.199
2016/10/2,101.563
2016/10/3,101.817
2016/10/4,102.88
2016/10/5,103.46
2016/10/6,103.765
2016/10/7,103.765
2016/10/9,103.018
2016/10/10,103.697
2016/10/11,103.342
2016/10/12,104.304
2016/10/13,103.722
2016/10/14,103.722
2016/10/16,104.039
2016/10/17,103.851
2016/10/18,103.865
2016/10/19,103.391
2016/10/20,104.109
2016/10/21,104.109
2016/10/23,103.917
2016/10/24,104.321
2016/10/25,104.154
2016/10/26,104.563
2016/10/27,105.209
2016/10/28,105.209
2016/10/31,104.565
2016/11/1,104.82
2016/11/2,104.092
2016/11/3,103.378
2016/11/4,103.052
2016/11/7,104.195
2016/11/8,104.438
2016/11/9,105.03
2016/11/10,105.853
2016/11/11,106.856
2016/11/14,106.871
2016/11/15,108.202
2016/11/16,109.038
2016/11/17,108.785
2016/11/18,110.256
2016/11/21,110.973
2016/11/22,110.65
2016/11/23,111.006
2016/11/24,112.582
2016/11/25,113.292
2016/11/28,112.652
2016/11/29,111.69
2016/11/30,112.47
2016/12/1,114.694
2016/12/2,113.909
2016/12/5,113.505
2016/12/6,113.863
2016/12/7,114.052
2016/12/8,113.713
2016/12/9,114.075
2016/12/12,115.412
2016/12/13,115.002
2016/12/14,115.224
2016/12/15,117.211
2016/12/16,118.241
2016/12/19,117.791
2016/12/20,117.037
2016/12/21,117.875
2016/12/22,117.604
2016/12/23,117.542
2016/12/26,117.31
2016/12/27,117.192
2016/12/28,117.48
2016/12/29,117.087
2016/12/30,116.267
2017/1/2,116.795
2017/1/3,117.495
2017/1/4,117.659
2017/1/5,117.113
2017/1/6,115.265
2017/1/9,117.15
2017/1/10,115.985
2017/1/11,115.872
2017/1/12,115.098
2017/1/13,114.664
2017/1/16,114.227
2017/1/17,114.152
2017/1/18,112.878
2017/1/19,114.762
2017/1/20,114.98
2017/1/23,113.81
2017/1/24,112.78
2017/1/25,113.84
2017/1/26,113.293
2017/1/27,114.455
2017/1/30,114.668
2017/1/31,113.65
2017/2/1,112.743
2017/2/2,113.311
2017/2/3,112.789
2017/2/6,112.639
2017/2/7,111.827
2017/2/8,112.387
2017/2/9,111.952
2017/2/10,113.434
2017/2/13,113.914
2017/2/14,113.705
2017/2/15,114.301
2017/2/16,114.112
2017/2/17,113.305
2017/2/20,112.911
2017/2/21,113.28
2017/2/22,113.669
2017/2/23,113.417
2017/2/24,112.682
2017/2/27,112.188
2017/2/28,112.745
2017/3/1,113.077
2017/3/2,114.121
2017/3/3,114.342
2017/3/6,113.847
2017/3/7,113.917
2017/3/8,113.926
2017/3/9,114.411
2017/3/10,115.149
2017/3/13,114.732
2017/3/14,114.915
2017/3/15,114.659
2017/3/16,113.402
2017/3/17,113.34
2017/3/20,112.674
2017/3/21,112.573
2017/3/22,111.532
2017/3/23,111.369
2017/3/24,111.004
2017/3/26,110.552
2017/3/27,110.771
2017/3/28,111.226
2017/3/29,111.154
2017/3/30,111.776
2017/3/31,111.776
2017/4/2,111.265
2017/4/3,110.709
2017/4/4,110.854
2017/4/5,110.381
2017/4/6,110.897
2017/4/7,110.897
2017/4/9,111.225
2017/4/10,110.717
2017/4/11,109.587
2017/4/12,108.902
2017/4/13,109.101
2017/4/14,109.101
2017/4/16,108.323
2017/4/17,109.112
2017/4/18,108.535
2017/4/19,108.834
2017/4/20,109.375
2017/4/21,109.375
2017/4/23,109.978
2017/4/24,109.641
2017/4/25,111.046
2017/4/26,111.191
2017/4/27,111.226
2017/4/28,111.226
2017/4/30,111.302
2017/5/1,111.812
2017/5/2,111.969
2017/5/3,112.783
2017/5/4,112.537
2017/5/5,112.537
2017/5/7,112.684
2017/5/8,113.23
2017/5/9,113.698
2017/5/10,114.328
2017/5/11,113.809
2017/5/12,113.809
2017/5/14,113.271
2017/5/15,113.642
2017/5/16,112.646
2017/5/17,111.126
2017/5/18,111.401
2017/5/19,111.401
2017/5/21,111.284
2017/5/22,110.891
2017/5/23,111.957
2017/5/24,111.524
2017/5/25,111.73
2017/5/26,111.73
2017/5/28,111.256
2017/5/29,111.174
2017/5/30,110.839
2017/5/31,110.796
2017/6/1,111.437
2017/6/2,111.437
2017/6/4,110.463
2017/6/5,110.381
2017/6/6,109.509
2017/6/7,109.9
2017/6/8,109.859
2017/6/9,109.859
2017/6/11,110.288
2017/6/12,109.921
2017/6/13,110.055
2017/6/14,109.446
2017/6/15,110.952
2017/6/16,110.952
2017/6/18,110.954
2017/6/19,111.673
2017/6/20,111.334
2017/6/21,111.31
2017/6/22,111.29
2017/6/23,111.29
2017/6/25,111.239
2017/6/26,111.858
2017/6/27,112.188
2017/6/28,112.354
2017/6/29,112.009
2017/6/30,112.009
2017/7/2,112.262
2017/7/3,113.386
2017/7/4,112.962
2017/7/5,113.187
2017/7/6,113.149
2017/7/7,113.149
2017/7/9,113.985
2017/7/10,113.985
2017/7/11,113.748
2017/7/12,113.335
2017/7/13,113.418
2017/7/14,113.418
2017/7/16,112.397
2017/7/17,112.581
2017/7/18,111.995
2017/7/19,111.877
2017/7/20,111.885
2017/7/21,111.885
2017/7/23,110.945
2017/7/24,111.232
2017/7/25,112.003
2017/7/26,111.128
2017/7/27,111.097
2017/7/28,111.097
2017/7/30,110.51
2017/7/31,110.359
2017/8/1,110.432
2017/8/2,110.757
2017/8/3,109.9
2017/8/4,109.9
2017/8/6,110.786
2017/8/7,110.75
2017/8/8,110.102
2017/8/9,110.049
2017/8/10,109.106
2017/8/11,109.106
2017/8/13,109.23
2017/8/14,109.932
2017/8/15,110.596
2017/8/16,109.999
2017/8/17,109.328
2017/8/18,109.328
2017/8/20,109.32
2017/8/21,108.944
2017/8/22,109.731
2017/8/23,108.91
2017/8/24,109.514
2017/8/25,109.514
2017/8/27,109.346
2017/8/28,108.737
2017/8/29,109.79
2017/8/30,110.46
2017/8/31,110.129
2017/9/1,110.129
2017/9/3,109.795
2017/9/4,109.81
2017/9/5,108.602
2017/9/6,109.134
2017/9/7,108.27
2017/9/8,108.27
2017/9/10,108.231
2017/9/11,109.395
2017/9/12,110.226
2017/9/13,110.515
2017/9/14,109.919
2017/9/15,109.919
2017/9/17,111.197
2017/9/18,111.496
2017/9/19,111.578
2017/9/20,112.546
2017/9/21,112.452
2017/9/22,112.452
2017/9/24,112.444
2017/9/25,111.761
2017/9/26,112.377
2017/9/27,112.86
2017/9/28,112.467
2017/9/29,112.467
2017/10/1,112.638
2017/10/2,112.77
2017/10/3,112.848
2017/10/4,112.823
2017/10/5,112.774
2017/10/6,112.774
2017/10/8,112.551
2017/10/9,112.658
2017/10/10,112.345
2017/10/11,112.434
2017/10/12,112.239
2017/10/13,112.239
2017/10/15,111.882
2017/10/16,112.195
2017/10/17,112.213
2017/10/18,113.013
2017/10/19,112.68
2017/10/20,112.68
2017/10/22,114.048
2017/10/23,113.34
2017/10/24,113.946
2017/10/25,113.558
2017/10/26,114.124
2017/10/27,114.124
2017/10/30,113.739
2017/10/31,112.996
2017/11/1,113.65
2017/11/2,114.152
2017/11/3,114.016
2017/11/6,114.178
2017/11/7,113.771
2017/11/8,113.761
2017/11/9,113.927
2017/11/10,113.375
2017/11/13,113.686
2017/11/14,113.585
2017/11/15,113.402
2017/11/16,113.402
2017/11/17,113.028
2017/11/20,112.038
2017/11/21,112.551
2017/11/22,112.341
2017/11/23,111.313
2017/11/24,111.254
2017/11/27,111.671
2017/11/28,111.17
2017/11/29,111.648
2017/11/30,112.002
2017/12/1,112.556
2017/12/4,112.864
2017/12/5,112.499
2017/12/6,112.464
2017/12/7,112.291
2017/12/8,113.173
2017/12/11,113.543
2017/12/12,113.54
2017/12/13,113.545
2017/12/14,112.782
2017/12/15,112.396
2017/12/18,112.716
2017/12/19,112.568
2017/12/20,112.983
2017/12/21,113.241
2017/12/22,113.323
2017/12/25,113.308
2017/12/26,113.303
2017/12/27,113.203
2017/12/28,113.217
2017/12/29,112.875
2018/1/1,112.666
2018/1/2,112.77
2018/1/3,112.244
2018/1/4,112.607
2018/1/5,112.783
2018/1/8,113.154
2018/1/9,113.141
2018/1/10,112.755
2018/1/11,111.444
2018/1/12,111.294
2018/1/15,111.1
2018/1/16,110.581
2018/1/17,110.388
2018/1/18,111.376
2018/1/19,111.026
2018/1/22,110.684
2018/1/23,110.966
2018/1/24,110.107
2018/1/25,109.326
2018/1/26,109.704
2018/1/29,108.639
2018/1/30,108.926
2018/1/31,108.732
2018/2/1,109.201
2018/2/2,109.406
2018/2/5,110.035
2018/2/6,109.095
2018/2/7,109.627
2018/2/8,109.196
2018/2/9,108.529
2018/2/12,108.8
2018/2/13,108.69
2018/2/14,107.764
2018/2/15,106.587
2018/2/16,106.111
2018/2/19,106.261
2018/2/20,106.709
2018/2/21,107.381
2018/2/22,107.555
2018/2/23,106.814
2018/2/26,107.074
2018/2/27,107.069
2018/2/28,107.426
2018/3/1,106.64
2018/3/2,106.163
2018/3/5,105.556
2018/3/6,106.25
2018/3/7,105.537
2018/3/8,106.186
2018/3/9,106.406
2018/3/12,106.891
2018/3/13,106.26
2018/3/14,106.508
2018/3/15,106.155
2018/3/16,106.309
2018/3/19,105.969
2018/3/20,105.996
2018/3/21,106.469
2018/3/22,105.929
2018/3/23,104.968
2018/3/25,104.859
2018/3/26,105.5
2018/3/27,105.493
2018/3/28,106.812
2018/3/29,106.479
2018/3/30,106.479
2018/4/1,106.312
2018/4/2,105.799
2018/4/3,106.436
2018/4/4,106.774
2018/4/5,107.052
2018/4/6,107.052
2018/4/8,106.968
2018/4/9,106.749
2018/4/10,107.113
2018/4/11,106.829
2018/4/12,107.222
2018/4/13,107.222
2018/4/15,107.498
2018/4/16,107.046
2018/4/17,107.016
2018/4/18,107.346
2018/4/19,107.432
2018/4/20,107.432
2018/4/22,107.869
2018/4/23,108.761
2018/4/24,108.803
2018/4/25,109.364
2018/4/26,109.3
2018/4/27,109.3
2018/4/29,109.098
2018/4/30,109.323
2018/5/1,109.872
2018/5/2,109.827
2018/5/3,109.096
2018/5/4,109.096
2018/5/6,109.146
2018/5/7,108.943
2018/5/8,109.024
2018/5/9,109.847
2018/5/10,109.436
2018/5/11,109.436
2018/5/13,109.338
2018/5/14,109.731
2018/5/15,110.297
2018/5/16,110.359
2018/5/17,110.828
2018/5/18,110.828
2018/5/20,110.88
2018/5/21,110.978
2018/5/22,110.726
2018/5/23,109.869
2018/5/24,109.312
2018/5/25,109.312
2018/5/27,109.623
2018/5/28,109.389
2018/5/29,108.394
2018/5/30,108.712
2018/5/31,108.749
2018/6/1,108.749
2018/6/3,109.598
2018/6/4,109.963
2018/6/5,109.859
2018/6/6,110.125
2018/6/7,109.694
2018/6/8,109.694
2018/6/10,109.443
2018/6/11,110.386
2018/6/12,110.452
2018/6/13,110.242
2018/6/14,110.645
2018/6/15,110.645
2018/6/17,110.617
2018/6/18,110.138
2018/6/19,110.071
2018/6/20,110.352
2018/6/21,109.952
2018/6/22,109.952
2018/6/24,109.937
2018/6/25,109.643
2018/6/26,110.097
2018/6/27,110.215
2018/6/28,110.486
2018/6/29,110.486
2018/7/1,110.71
2018/7/2,110.871
2018/7/3,110.408
2018/7/4,110.502
2018/7/5,110.579
2018/7/6,110.579
2018/7/8,110.422
2018/7/9,110.953
2018/7/10,110.831
2018/7/11,111.958
2018/7/12,112.665
2018/7/13,112.665
2018/7/15,112.399
2018/7/16,112.374
2018/7/17,113.012
2018/7/18,112.791
2018/7/19,112.363
2018/7/20,112.363
2018/7/22,111.053
2018/7/23,111.46
2018/7/24,111.241
2018/7/25,110.845
2018/7/26,111.146
2018/7/27,111.146
2018/7/29,110.934
2018/7/30,110.994
2018/7/31,111.808
2018/8/1,111.62
2018/8/2,111.69
2018/8/3,111.69
2018/8/5,111.234
2018/8/6,111.34
2018/8/7,111.345
2018/8/8,110.892
2018/8/9,111.091
2018/8/10,111.091
2018/8/12,110.629
2018/8/13,110.661
2018/8/14,111.246
2018/8/15,110.576
2018/8/16,111.004
2018/8/17,111.004
2018/8/19,110.475
2018/8/20,109.948
2018/8/21,110.134
2018/8/22,110.588
2018/8/23,111.367
2018/8/24,111.367
2018/8/26,111.282
2018/8/27,111.137
2018/8/28,111.162
2018/8/29,111.712
2018/8/30,110.999
2018/8/31,110.999
2018/9/2,111.144
2018/9/3,111.088
2018/9/4,111.461
2018/9/5,111.449
2018/9/6,110.495
2018/9/7,110.495
2018/9/9,110.92
2018/9/10,111.148
2018/9/11,111.607
2018/9/12,111.22
2018/9/13,112.012
2018/9/14,112.012
2018/9/16,111.953
